,avg_acc_tag,name,data.datasets,data.exemplars.num_exemplars,data.exemplars.exemplar_selection,data.exemplars.num_exemplars_per_class,data.extra_aug,num_tasks,data.batch_size,data.nc_per_task,data.num_workers,data.stop_at_task,data.nc_first_task,data.ne_first_task,data.use_valid_only,data.use_test_as_val,data.max_classes_per_dataset,data.max_examples_per_class_trn,data.max_examples_per_class_tst,data.max_examples_per_class_val,misc.cm,misc.gpu,misc.log,seed,misc.tags,misc.exp_name,misc.save_models,misc.results_path,misc.last_layer_analysis,misc.cache_first_task_model,misc.no_cudnn_deterministic,network,model.pretrained,model.keep_existing_head,wandb.project_name,training.lr,training.vcreg.scale,training.vcreg.cov_weight,training.vcreg.reg_layers,training.vcreg.smooth_cov,training.vcreg.var_weight,training.vcreg.n_first_task,training.fix_bn,training.warmup.wu_lr,training.warmup.wu_wd,training.warmup.wu_fix_bn,training.warmup.wu_nepochs,training.warmup.wu_patience,training.warmup.wu_scheduler,training.nepochs,training.approach.name,training.approach.kwargs.all_outputs,training.clipping,training.optimizer.name,training.optimizer.kwargs.momentum,training.optimizer.kwargs.weight_decay,training.no_learning,training.eval_on_train,training.multi_softmax,training.early_stopping.lr_min,training.early_stopping.lr_factor,training.early_stopping.lr_patience,training.gridsearch_tasks,training.scheduler_milestones,training.select_best_model_by_val_loss,training.approach.kwargs.lamb,training.approach.kwargs.alpha,training.approach.kwargs.fi_num_samples,training.approach.kwargs.fi_sampling_type,training.approach.kwargs.T,training.approach.kwargs.mc,training.approach.kwargs.ta,training.approach.kwargs.tp,training.approach.kwargs.bnp,training.approach.kwargs.cka,training.approach.kwargs.ctt,training.approach.kwargs.cbnt,training.approach.kwargs.ta_lr,training.approach.kwargs.debug_loss,training.approach.kwargs.taskwise_kd,training.approach.kwargs.pretraining_epochs,dataset,approach,is_regularized,is_big_task,project_name,T,device,epochs,prefix,shuffle,init_cls,increment,batch_size,init_epochs,memory_size,num_workers,overfit_data,results_path,stop_at_task,save_checkpoint,vcreg.cov_weight,vcreg.reg_layers,vcreg.var_weight,optimizer.lr,optimizer.name,optimizer.init_lr,optimizer.weight_decay,optimizer.init_lr_decay,optimizer.init_weight_decay,scheduler.gamma,scheduler.step_size,optimizer.kwargs.momentum,temp,lambda_fkd,lambda_proto
18,63.998333333333335,divine-paper-31,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,False,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,0.0,.*after_relu,0.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
19,68.29833333333333,fluent-flower-32,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,True,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,15.0,.*after_relu,5.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
20,64.29833333333333,floral-snowflake-33,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,False,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,0.0,.*after_relu,0.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
21,67.11666666666666,cosmic-bird-34,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,True,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,15.0,.*after_relu,5.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
22,65.885,dark-microwave-35,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,False,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,0.0,.*after_relu,0.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
23,67.38833333333334,denim-violet-36,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,pycil-${now:%m.%d}-big_task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,fetril,True,True,pycil-01.28-big_task,5.0,['cuda:0'],50.0,train,True,50,10.0,128.0,200.0,0.0,16.0,,${hydra:sweep.dir}/${hydra:sweep.subdir},-1.0,True,15.0,.*after_relu,5.0,0.05,sgd,0.1,0.0005,0.1,0.0005,0.1,45.0,0.9,,,
0,25.72,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34.699999999999996,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29.549999999999997,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40.63,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15.57,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28.499999999999996,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16.53,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,29.98,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8.0,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25.24,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9.25,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23.630000000000003,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16.88,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35.32,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22.64,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,43.36000000000001,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.380000000000001,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,30.160000000000004,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.04,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,30.500000000000004,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25.72,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34.699999999999996,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29.549999999999997,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40.63,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15.57,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28.499999999999996,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16.53,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,29.98,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8.0,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25.24,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9.25,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23.630000000000003,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27.190000000000005,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34.18,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29.609999999999996,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,40.83,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14.79,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28.769999999999996,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17.69,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,29.54,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8.580000000000002,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,25.78,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8.120000000000001,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,21.78,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17.38,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34.98,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21.2,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,44.38,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.36,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,28.74,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10.26,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,29.54,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17.599999999999998,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.36,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21.1,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,43.44,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.359999999999999,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,30.43999999999999,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.14,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28.76,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,convnext_tiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20.69,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41.28,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22.44,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,39.4,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.45,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32.190000000000005,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.1,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24.14,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4.199999999999999,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,29.65,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.5699999999999998,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11.36,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38.9,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.919999999999998,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35.62,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.080000000000001,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,33.48,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.8999999999999995,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
